coreType;CPUmodel;numberCPUs;tdpCPU;usageCPUradio;usageCPU;GPUmodel;numberGPUs;tdpGPU;usageGPUradio;usageGPU;memory;runTime_hour;runTime_min;platformType;locationContinent;locationCountry;locationRegion;provider;serverContinent;server;location;carbonIntensity;PUE;PUEradio;mult_factor;mult_factor_radio;appVersion;energy_needed;carbonEmissions;runTime;power_needed;CE_CPU;CE_GPU;CE_core;CE_memory
CPU;other;1280;225;No;1;None;0;0;No;1;64;12;0;localServer;Europe;Sweden;SE;None;None;None;SE;5.67;1.56;No;1;No;v3.0;5391.806284800001;30571.541634816003;12;449317.1904000001;30569.011200000004;0;30569.011200000004;2.530434816
