coreType;CPUmodel;numberCPUs;tdpCPU;usageCPUradio;usageCPU;GPUmodel;numberGPUs;tdpGPU;usageGPUradio;usageGPU;memory;runTime_hour;runTime_min;platformType;locationContinent;locationCountry;locationRegion;provider;serverContinent;server;location;carbonIntensity;PUE;PUEradio;mult_factor;mult_factor_radio;appVersion;energy_needed;carbonEmissions;runTime;power_needed;CE_CPU;CE_GPU;CE_core;CE_memory
CPU;other;1280;3.515625;No;1;None;0;0;No;1;640;12;0;localServer;Europe;Sweden;SE;None;None;None;SE;5.67;1.56;No;1;No;v3.0;88.702848;502.94514816000003;12;7391.904;477.64080000000007;0;477.64080000000007;25.30434816
